POSTO,Data,Dia m3/s,NÍVEL RES. (m),VOLUME (%VU) ARM. nan,nan ESP. nan,VAZÃO (m3/s) TUR. nan,nan VER. nan,nan OTR. nan,nan DFL. nan,nan TRA. nan,nan AFL. nan,nan INC. nan,nan Usos Con.,nan EVP. nan,nan ART. nan
2,2020-08-02,44,885.48,87.83,-,66,0,0,66,0,68,0,0.0,0.0,0
211,2020-08-02,108,807.9,49.93,-,122,0,0,122,0,122,64,2.72,0.38,0
6,2020-08-02,252,762.17,56.93,100,234,0,0,234,0,260,143,13.64,16.63,0
7,2020-08-02,295,660.96,53.41,100,449,0,0,449,0,297,41,14.87,3.08,0
8,2020-08-02,305,621.21,67.42,-,395,0,0,395,0,426,9,15.2,0.76,0
9,2020-08-02,310,557.3,60.0,-,560,0,0,560,0,421,4,15.53,0.54,0
10,2020-08-02,322,512.01,52.02,-,596,0,0,596,0,609,11,15.94,0.92,0
11,2020-08-02,350,493.99,34.68,-,666,0,0,666,0,666,25,19.03,3.82,0
12,2020-08-02,404,466.19,39.58,-,1058,0,0,1058,0,657,52,32.25,2.88,0
14,2020-08-02,18,849.78,70.78,100,34,0,0,34,0,10,18,1.74,0.49,0
15,2020-08-02,30,664.15,81.02,-,43,0,0,43,0,43,12,4.43,0.02,0
16,2020-08-02,31,572.42,89.49,-,37,0,0,37,0,42,0,0.0,0.0,0
17,2020-08-02,610,437.15,38.6,90.99,973,0,0,973,0,1223,170,108.11,5.59,0
18,2020-08-02,729,377.87,39.25,100,1156,0,0,1156,0,1191,112,120.83,11.12,0
22,2020-08-02,41,796.23,66.3,-,144,0,0,144,0,60,41,5.58,4.71,0
251,2020-08-02,67,746.95,51.75,-,139,0,0,140,0,144,26,7.63,3.41,0
24,2020-08-02,172,639.11,39.03,100,222,0,0,222,0,189,105,22.34,5.36,0
25,2020-08-02,118,799.41,46.35,100,192,0,0,192,0,98,118,3.97,7.15,0
206,2020-08-02,122,695.13,70.12,-,305,0,0,305,0,219,4,6.86,0.96,0
207,2020-08-02,123,623.59,40.9,-,321,0,0,328,0,326,0,7.55,0.51,0
28,2020-08-02,125,564.81,36.66,-,347,0,0,347,0,342,1,9.15,0.97,0
205,2020-08-02,45,840.51,60.45,-,80,0,0,80,0,41,45,4.1,4.67,0
23,2020-08-02,55,768.64,14.41,-,108,0,0,108,0,101,10,4.72,1.56,0
209,2020-08-02,146,591.77,81.66,-,176,0,0,176,0,208,90,12.61,1.12,0
31,2020-08-02,537,511.34,53.84,100,728,0,0,728,0,796,90,59.49,11.22,0
32,2020-08-02,571,430.81,76.16,-,867,0,0,867,0,915,32,63.15,1.48,0
33,2020-08-02,1019,396.83,56.71,100,1670,0,0,1670,0,1346,445,111.79,12.96,0
247,2020-08-02,72,476.69,83.85,-,55,0,0,55,0,74,72,0.82,0.4,0
248,2020-08-02,75,447.46,71.92,-,49,0,0,49,0,55,3,0.85,0.58,0
261,2020-08-02,81,353.92,95.78,-,57,0,0,57,0,55,6,0.91,0.33,0
294,2020-08-02,93,446.4,89.32,-,83,0,0,83,0,90,93,0.63,1.91,0
241,2020-08-02,101,370.51,101.05,-,96,0,0,96,0,96,8,0.68,0.81,0
99,2020-08-02,51,581.94,70.38,-,65,0,0,65,0,51,51,0.14,0.66,0
34,2020-08-02,2132,326.79,74.25,100,2597,0,0,2597,101,3231,133,239.71,25.88,0
318,2020-08-02,33,727.12,72.65,-,6,0,0,6,0,0,0,0.0,0.0,33
118,2020-08-02,12,743.69,72.1,-,0,0,0,11,0,11,12,7.87,0.73,30
119,2020-08-02,15,0.0,0.0,-,0,0,0,0,0,4,15,0.0,0.0,0
117,2020-08-02,16,733.41,56.97,-,0,0,0,15,0,5,16,10.3,0.19,0
160,2020-08-02,5,768.73,88.64,-,0,0,0,10,0,10,5,3.86,0.01,0
161,2020-08-02,50,711.32,40.03,-,0,66,0,66,0,49,50,0.0,0.0,0
164,2020-08-02,40,711.32,40.04,-,0,66,0,66,0,69,70,0.0,0.01,0
237,2020-08-02,195,450.26,85.54,100,150,0,0,150,0,83,126,53.96,4.67,161
238,2020-08-02,222,427.08,56.96,-,150,0,0,150,0,185,28,63.98,1.09,188
239,2020-08-02,271,403.76,51.5,-,189,0,0,189,0,189,53,71.92,2.1,237
240,2020-08-02,309,382.0,51.71,100,161,0,0,161,0,219,53,76.84,9.92,278
242,2020-08-02,324,357.69,83.68,-,198,0,0,198,0,221,21,82.66,4.3,295
243,2020-08-02,322,326.77,73.59,100,359,0,0,359,-101,509,8,89.11,15.99,292
245,2020-08-02,2717,279.41,78.83,-,4172,0,0,4184,0,3330,259,330.56,6.76,2687
154,2020-08-02,86,344.05,4.91,-,75,11,0,86,0,86,86,0.0,0.33,0
246,2020-08-02,3269,257.03,11.93,-,4804,0,0,4808,0,4571,441,351.46,23.12,3239
47,2020-08-02,110,563.07,36.69,96.2,122,0,0,122,0,79,110,10.12,6.15,0
48,2020-08-02,105,531.46,79.83,-,128,0,0,129,0,129,2,10.38,0.19,0
49,2020-08-02,133,468.75,36.51,96.33,159,0,0,159,0,143,40,13.5,5.59,0
249,2020-08-02,133,398.02,104.11,-,150,0,0,153,0,147,2,13.54,0.06,0
50,2020-08-02,177,384.12,79.47,-,186,0,0,186,0,194,46,17.34,0.16,0
51,2020-08-02,179,366.04,104.13,-,186,0,0,186,0,194,4,17.63,0.33,0
52,2020-08-02,185,350.9,89.53,-,210,0,0,210,0,203,8,18.0,0.4,0
57,2020-08-02,72,629.49,35.72,-,59,0,0,78,0,70,72,1.77,2.35,0
61,2020-08-02,339,327.0,39.15,100,338,0,0,338,0,358,91,27.55,6.66,0
62,2020-08-02,371,283.73,85.57,-,372,0,0,372,0,364,38,28.52,1.04,0
63,2020-08-02,454,257.84,91.5,-,547,0,0,547,0,472,89,31.4,2.68,0
266,2020-08-02,4706,217.99,83.37,-,6328,0,0,6328,0,6612,942,399.18,11.41,4675
74,2020-08-02,192,722.92,44.17,-,332,0,0,332,0,196,192,6.23,1.12,0
76,2020-08-02,263,604.13,41.69,-,297,0,0,297,-67,473,69,6.3,1.06,313
71,2020-08-02,44,802.17,79.56,-,50,0,0,57,0,42,44,0.4,0.15,0
72,2020-08-02,47,705.22,43.86,-,49,0,0,56,0,58,3,0.4,0.02,0
73,2020-08-02,61,604.96,35.69,-,0,0,0,10,67,72,14,0.41,0.01,10
77,2020-08-02,366,492.06,37.85,100,460,0,0,460,0,331,40,6.98,2.13,0
78,2020-08-02,383,396.1,87.63,-,579,8,0,587,0,485,16,7.11,0.66,0
222,2020-08-02,483,323.77,38.13,-,599,0,0,599,0,678,100,8.13,1.64,0
81,2020-08-02,520,258.81,80.34,-,553,0,0,553,0,602,37,0.0,0.0,0
215,2020-08-02,248,641.68,79.01,-,310,3,0,313,0,245,248,0.35,2.87,0
89,2020-08-02,142,703.85,52.24,-,115,0,0,128,0,140,142,0.85,0.81,0
216,2020-08-02,167,657.54,50.79,-,113,0,0,113,0,152,21,0.93,1.07,0
217,2020-08-02,565,476.4,73.83,-,301,0,0,301,0,554,135,1.53,1.19,0
92,2020-08-02,767,367.33,53.9,-,581,0,0,581,0,457,159,3.1,5.28,0
93,2020-08-02,63,595.38,73.91,-,71,0,0,71,0,71,63,0.33,3.69,0
220,2020-08-02,112,327.09,27.83,-,109,0,0,109,0,106,45,0.4,0.2,0
94,2020-08-02,1144,264.47,46.64,-,672,76,0,748,0,794,134,4.31,2.78,0
286,2020-08-02,53,547.84,75.46,-,39,0,0,40,0,53,53,0.09,0.07,0
102,2020-08-02,354,154.5,83.0,-,269,103,0,372,0,367,354,0.56,0.49,0
103,2020-08-02,392,128.34,99.24,-,291,81,0,372,0,372,13,0.58,0.6,0
110,2020-08-02,28,489.78,108.63,-,0,47,0,62,0,27,28,0.02,0.93,0
111,2020-08-02,329,324.8,85.85,88.95,167,0,0,167,0,334,281,0.34,8.25,0
112,2020-08-02,331,278.98,82.33,-,188,0,0,188,0,174,2,0.35,0.09,0
113,2020-08-02,381,182.78,89.6,-,118,0,0,118,0,268,48,0.42,0.68,0
114,2020-08-02,435,93.83,79.97,-,338,3,0,341,0,143,53,0.47,0.74,0
98,2020-08-02,145,239.21,21.0,-,138,0,0,156,0,145,145,0.26,0.16,0
97,2020-08-02,258,147.0,0.0,-,246,20,0,266,0,264,112,1.04,0.02,0
284,2020-08-02,276,103.08,8.0,-,270,0,0,298,0,283,14,1.47,0.07,0
115,2020-08-02,7,834.71,36.69,-,5,0,0,5,0,7,7,0.07,0.13,0
101,2020-08-02,24,318.72,72.0,-,16,0,0,24,0,24,24,0.22,0.0,0
278,2020-08-02,28,283.09,52.74,-,122,0,0,122,0,11,28,0.29,11.75,0
259,2020-08-02,43,412.0,100.0,-,40,0,0,40,0,42,43,0.56,0.04,0
281,2020-08-02,62,395.22,69.62,-,53,11,0,64,0,61,62,1.07,0.34,0
295,2020-08-02,61,354.98,95.56,-,62,0,0,63,0,63,61,0.09,0.04,0
121,2020-08-02,43,703.92,40.88,-,96,0,0,96,0,19,43,0.19,3.31,0
122,2020-08-02,47,613.9,41.05,100,116,0,0,116,0,103,3,0.23,0.4,0
120,2020-08-02,8,615.98,56.17,-,44,0,0,44,8,7,8,0.13,1.17,0
123,2020-08-02,87,455.13,38.69,100,176,0,0,176,0,179,35,9.97,0.71,0
125,2020-08-02,111,352.93,96.09,-,0,72,0,72,114,206,28,10.81,0.02,0
197,2020-08-02,16,659.01,60.0,-,15,0,0,16,0,16,16,0.1,0.02,0
198,2020-08-02,38,436.97,66.67,-,35,0,0,37,0,37,22,0.87,0.0,0
129,2020-08-02,208,251.38,88.0,-,88,2,0,90,72,162,61,13.8,0.0,128
126,2020-08-02,72,250.98,89.99,-,73,0,0,73,0,72,0,0.0,0.0,72
130,2020-08-02,246,139.67,84.59,-,224,0,0,224,0,212,38,14.97,0.04,166
201,2020-08-02,7,442.5,15.05,-,0,0,0,4,4,4,7,0.04,0.0,0
202,2020-08-02,3,413.91,92.65,-,0,0,0,13,0,6,3,0.03,0.51,10
203,2020-08-02,11,362.66,50.82,-,0,0,0,0,113,0,3,0.0,0.0,73
315,2020-08-02,73,362.66,50.82,-,0,0,0,0,113,0,3,0.0,0.0,73
316,2020-08-02,73,398.49,81.81,-,0,0,0,141,0,0,0,0.0,0.0,73
303,2020-08-02,10,398.49,0.0,-,28,0,0,28,0,0,0,0.03,0.0,10
131,2020-08-02,73,398.49,0.0,-,113,0,0,113,0,0,0,0.03,0.0,73
306,2020-08-02,83,86.23,92.75,-,123,0,0,123,0,0,0,0.03,0.04,83
262,2020-08-02,28,494.9,96.34,-,24,0,0,24,0,27,28,0.67,0.03,0
183,2020-08-02,31,372.23,83.33,-,25,0,0,25,0,26,3,0.68,0.01,0
134,2020-08-02,55,352.68,61.53,-,23,0,0,23,0,54,55,0.35,0.21,0
263,2020-08-02,58,255.07,70.77,-,45,0,0,45,0,61,2,0.38,0.15,0
149,2020-08-02,75,312.43,0.0,-,0,73,0,73,0,73,75,1.43,0.05,0
141,2020-08-02,223,184.69,36.26,-,219,0,0,219,0,219,56,6.56,0.28,0
148,2020-08-02,310,89.93,82.7,-,258,16,0,274,0,277,88,9.7,0.62,0
144,2020-08-02,354,60.08,45.3,-,338,0,0,338,0,348,44,12.48,0.12,0
196,2020-08-02,24,554.96,99.14,-,22,0,0,24,0,24,24,0.2,0.02,0
283,2020-08-02,34,85.82,96.05,-,29,0,0,29,0,33,34,1.19,0.06,0
255,2020-08-02,16,501.44,70.98,100,48,0,0,48,0,9,16,0.47,5.1,0
188,2020-08-02,25,109.92,97.1,-,105,15,0,120,0,160,6,4.22,1.61,0
254,2020-08-02,97,117.46,141.84,-,18,0,0,18,0,97,97,0.0,0.0,0
155,2020-08-02,37,614.26,12.28,-,40,0,0,40,0,34,37,2.37,0.52,0
156,2020-08-02,187,570.04,84.25,100,594,0,0,594,0,166,150,8.4,18.38,0
158,2020-08-02,30,826.04,74.75,100,47,0,0,47,0,27,30,2.14,1.32,0
168,2020-08-02,593,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-08-02,836,390.96,79.3,100,1641,0,0,1641,0,750,593,0.0,0.0,0
172,2020-08-02,843,303.73,93.83,100,915,0,0,915,0,1540,0,0.0,0.0,0
173,2020-08-02,843,251.46,72.73,-,0,0,0,0,859,905,0,0.0,0.0,0
174,2020-08-02,843,229.6,72.45,-,0,0,0,0,0,0,0,0.0,0.0,0
175,2020-08-02,843,251.25,61.72,-,859,0,0,859,0,859,0,0.0,0.0,0
178,2020-08-02,847,137.3,14.63,-,1096,0,0,1096,0,859,0,0.0,0.0,0
190,2020-08-02,194,302.96,79.34,100,257,0,0,257,0,176,194,5.49,12.18,0
270,2020-08-02,224,440.08,37.08,-,299,0,0,299,0,162,224,24.9,30.98,0
191,2020-08-02,239,332.91,96.82,-,313,0,0,313,0,297,14,25.05,3.57,0
253,2020-08-02,255,286.84,67.33,-,334,0,0,334,0,334,14,25.27,2.28,0
257,2020-08-02,363,262.15,55.53,-,477,0,0,477,0,508,107,30.91,5.74,0
273,2020-08-02,487,211.9,49.24,-,423,0,0,423,0,493,112,33.6,16.92,0
271,2020-08-02,1009,155.77,94.75,-,965,0,0,965,0,965,506,36.19,14.19,0
275,2020-08-02,2191,73.29,94.62,-,2845,0,0,2845,0,1835,1096,99.85,-10.42,0
204,2020-08-02,869,58.3,100.0,-,806,5,0,811,0,822,869,0.0,-0.38,0
280,2020-08-02,877,41.83,92.9,-,392,430,0,822,0,792,3,0.01,0.0,0
297,2020-08-02,889,20.22,0.0,-,894,17,0,911,0,891,7,0.0,-0.17,0
296,2020-08-02,29,479.13,85.85,-,26,0,0,29,0,29,29,0.04,0.06,0
285,2020-08-02,7322,83.15,6.62,-,7221,156,0,7377,0,7214,7322,58.58,1.9,0
287,2020-08-02,7485,71.28,98.4,-,7397,0,0,7411,0,7378,112,58.58,4.01,0
269,2020-08-02,341,49.13,57.33,-,260,0,0,260,0,357,341,0.03,-17.21,0
279,2020-08-02,66,85.7,64.24,-,169,0,0,169,0,60,66,0.36,4.08,0
291,2020-08-02,85,213.52,4.35,-,56,29,0,85,0,85,85,0.18,0.0,0
145,2020-08-02,55,266.26,58.77,-,70,0,0,80,0,50,55,0.26,0.97,0
227,2020-08-02,360,294.37,16.09,-,635,0,0,635,0,364,360,0.0,0.0,0
228,2020-08-02,422,271.89,81.67,-,701,0,0,701,0,697,62,0.0,0.0,0
229,2020-08-02,557,220.42,95.82,-,834,0,0,834,0,800,176,21.08,0.97,0
230,2020-08-02,560,161.32,91.49,-,834,0,0,834,0,870,2,0.0,0.0,0
277,2020-08-02,169,32.27,101.05,-,158,0,0,158,0,158,169,0.07,-0.46,0
288,2020-08-02,1891,96.81,0.0,-,907,0,0,919,674,1879,1891,7.82,0.0,946
292,2020-08-02,945,96.83,78.41,-,561,0,0,561,0,0,0,0.0,0.0,945
290,2020-08-02,1144,30.37,148.08,-,471,646,0,1117,0,1105,1144,0.82,-0.42,0
1,2020-08-01,44,912.25,92.49,100,63,0,0,63,0,47,44,0.43,0.66,0
2,2020-08-01,44,885.37,85.36,-,73,0,0,73,0,72,0,0.0,0.0,0
211,2020-08-01,109,807.9,49.93,-,142,0,0,142,0,134,64,2.76,0.38,0
6,2020-08-01,256,762.17,56.93,100,466,0,0,466,0,257,146,13.74,16.63,0
7,2020-08-01,295,660.95,53.34,100,550,0,0,550,0,821,38,14.97,3.08,0
8,2020-08-01,306,621.15,65.91,-,469,0,0,469,0,521,9,15.31,0.77,0
9,2020-08-01,311,557.7,73.33,-,549,26,0,575,0,506,4,15.64,0.54,0
10,2020-08-01,324,511.98,44.49,-,621,0,0,621,0,634,11,16.06,0.92,0
11,2020-08-01,350,493.99,34.68,-,707,0,0,707,0,658,23,19.17,3.81,0
12,2020-08-01,403,466.44,54.42,-,1112,0,0,1112,0,774,51,32.46,2.88,0
14,2020-08-01,17,849.87,71.24,100,34,0,0,34,0,13,17,1.76,0.49,0
15,2020-08-01,29,664.15,81.02,-,47,0,0,47,0,46,11,4.46,0.02,0
16,2020-08-01,29,572.25,86.74,-,40,0,0,40,0,42,0,0.0,0.0,0
17,2020-08-01,613,437.09,38.29,90.99,1473,0,0,1473,0,1254,172,108.63,5.55,0
18,2020-08-01,739,377.88,39.35,100,1384,0,0,1384,0,1583,117,121.46,11.14,0
22,2020-08-01,40,796.29,66.84,-,144,0,0,144,0,41,40,5.58,4.71,0
251,2020-08-01,66,746.94,51.7,-,97,0,0,97,0,152,25,7.63,3.4,0
24,2020-08-01,182,639.16,39.14,100,355,0,0,355,0,289,115,22.47,5.38,0
25,2020-08-01,119,799.44,46.43,100,277,0,0,277,0,107,119,4.02,7.16,0
206,2020-08-01,124,695.28,75.23,-,303,0,0,303,0,297,4,6.95,0.97,0
207,2020-08-01,125,623.6,42.38,-,312,0,0,319,0,323,0,7.65,0.52,0
28,2020-08-01,126,564.82,39.99,-,315,65,0,380,0,324,1,9.26,0.97,0
205,2020-08-01,45,840.53,60.82,-,223,0,0,223,0,36,45,4.09,4.65,0
23,2020-08-01,56,768.61,13.72,-,168,0,0,168,0,216,11,4.7,1.56,0
209,2020-08-01,152,591.75,81.55,-,260,0,0,260,0,266,95,12.57,1.13,0
31,2020-08-01,554,511.33,53.8,100,1244,0,0,1244,0,1135,94,59.8,11.26,0
32,2020-08-01,587,430.75,74.3,-,1482,0,0,1482,0,1249,33,63.5,1.48,0
33,2020-08-01,1044,396.89,57.32,100,2461,0,0,2461,0,2072,455,112.06,13.01,0
247,2020-08-01,73,476.59,78.69,-,54,0,0,54,0,73,73,0.82,0.39,0
248,2020-08-01,76,447.44,70.89,-,49,0,0,49,0,55,3,0.85,0.58,0
261,2020-08-01,82,353.94,96.83,-,55,0,0,55,0,55,6,0.91,0.32,0
294,2020-08-01,93,446.41,90.34,-,89,0,0,89,0,96,93,0.63,1.91,0
241,2020-08-01,100,370.51,101.05,-,96,0,0,96,0,96,8,0.68,0.81,0
99,2020-08-01,52,581.99,71.23,-,64,0,0,64,0,52,52,0.14,0.66,0
34,2020-08-01,2163,326.77,73.83,100,3039,0,0,3039,187,4025,133,240.62,25.88,0
318,2020-08-01,38,727.21,72.72,-,6,0,0,6,0,0,0,0.0,0.0,38
118,2020-08-01,15,743.69,72.1,-,0,0,0,11,0,11,15,7.87,0.73,34
119,2020-08-01,19,0.0,0.0,-,0,0,0,0,0,5,19,0.0,0.0,0
117,2020-08-01,16,733.42,57.1,-,0,0,0,15,0,5,16,10.3,0.19,0
160,2020-08-01,5,768.73,88.64,-,0,0,0,10,0,10,5,3.86,0.01,0
161,2020-08-01,59,710.97,36.94,-,0,70,0,70,0,50,59,0.0,0.0,0
164,2020-08-01,40,710.97,36.88,-,0,70,0,70,0,70,72,0.0,0.01,0
237,2020-08-01,192,450.28,85.77,100,163,0,0,163,0,163,122,53.96,4.7,159
238,2020-08-01,216,427.08,56.96,-,181,0,0,181,0,223,28,63.99,1.09,183
239,2020-08-01,262,403.75,49.49,-,221,0,0,221,0,221,53,71.94,2.11,231
240,2020-08-01,306,382.02,52.18,100,325,0,0,325,0,302,56,76.88,9.94,278
242,2020-08-01,326,357.68,83.16,-,313,0,0,313,0,336,22,82.73,4.3,300
243,2020-08-01,332,326.72,72.54,100,297,0,0,297,-187,277,8,89.22,15.96,298
245,2020-08-01,2765,279.64,86.99,-,4147,0,0,4159,0,3671,265,331.59,6.76,2731
154,2020-08-01,86,344.05,4.91,-,75,11,0,86,0,86,86,0.0,0.33,0
246,2020-08-01,3314,257.04,15.92,-,5962,0,0,5966,0,5017,439,352.43,23.3,3279
47,2020-08-01,78,563.08,36.81,96.2,122,0,0,122,0,54,78,10.12,6.18,0
48,2020-08-01,78,531.46,79.83,-,135,0,0,136,0,128,2,10.37,0.19,0
49,2020-08-01,120,468.76,36.62,96.33,154,0,0,154,0,162,47,13.48,5.66,0
249,2020-08-01,121,398.14,128.97,-,131,0,0,133,0,142,1,13.52,0.06,0
50,2020-08-01,156,384.05,76.99,-,185,0,0,185,0,175,36,17.32,0.16,0
51,2020-08-01,159,366.01,101.05,-,189,0,0,189,0,189,3,17.61,0.33,0
52,2020-08-01,165,350.92,91.62,-,212,0,0,212,0,205,6,17.98,0.4,0
57,2020-08-01,70,629.5,35.83,-,59,0,0,78,0,61,70,1.78,2.35,0
61,2020-08-01,343,326.99,39.08,100,344,0,0,344,0,433,106,27.6,6.7,0
62,2020-08-01,378,283.74,86.1,-,372,0,0,372,0,372,39,28.57,1.05,0
63,2020-08-01,465,257.86,92.56,-,489,0,0,489,0,464,91,31.48,2.69,0
266,2020-08-01,4786,217.97,83.25,-,6429,0,0,6429,0,6713,971,400.21,11.4,4752
74,2020-08-01,194,723.05,44.48,-,371,0,0,371,0,190,194,6.23,1.13,0
76,2020-08-01,266,603.96,38.31,-,414,0,0,414,-77,528,72,6.31,1.07,317
71,2020-08-01,43,802.27,80.26,-,67,0,0,74,0,42,43,0.4,0.16,0
72,2020-08-01,47,705.15,29.82,-,68,0,0,75,0,74,3,0.4,0.02,0
73,2020-08-01,61,605.1,37.4,-,0,0,0,10,77,88,14,0.41,0.01,10
77,2020-08-01,366,492.13,38.12,100,495,0,0,495,0,532,40,6.98,2.15,0
78,2020-08-01,382,396.26,89.81,-,449,0,0,449,0,462,16,7.11,0.67,0
222,2020-08-01,482,323.72,35.61,-,722,0,0,722,0,563,100,8.13,1.66,0
81,2020-08-01,519,258.67,66.06,-,757,0,0,757,0,733,36,0.0,0.0,0
215,2020-08-01,219,641.8,79.47,-,400,0,0,400,0,216,219,0.35,2.89,0
89,2020-08-01,158,703.86,52.64,-,255,0,0,268,0,156,158,0.85,0.81,0
216,2020-08-01,184,657.43,48.6,-,73,0,0,73,0,277,23,0.93,1.08,0
217,2020-08-01,644,476.11,71.75,-,880,0,0,880,0,618,180,1.53,1.2,0
92,2020-08-01,904,367.41,55.24,-,1439,0,0,1439,0,1067,183,3.09,5.31,0
93,2020-08-01,75,595.38,73.91,-,104,0,0,104,0,89,75,0.33,3.71,0
220,2020-08-01,132,327.14,30.43,-,147,0,0,147,0,139,54,0.4,0.2,0
94,2020-08-01,1289,264.49,48.64,-,1423,75,0,1498,0,1743,178,4.3,2.8,0
286,2020-08-01,52,547.58,69.97,-,36,0,0,37,0,52,52,0.09,0.07,0
102,2020-08-01,423,154.52,85.0,-,270,129,0,399,0,415,423,0.56,0.49,0
103,2020-08-01,466,128.34,99.24,-,292,126,0,418,0,425,16,0.58,0.6,0
110,2020-08-01,52,489.82,109.89,-,0,53,0,68,0,51,52,0.02,0.95,0
111,2020-08-01,330,324.73,85.42,88.95,199,0,0,199,0,342,282,0.34,8.25,0
112,2020-08-01,338,279.25,87.45,-,217,0,0,217,0,208,3,0.35,0.09,0
113,2020-08-01,425,181.8,81.39,-,303,0,0,303,0,286,61,0.42,0.68,0
114,2020-08-01,496,94.74,107.28,-,342,30,0,372,0,354,67,0.47,0.75,0
98,2020-08-01,150,239.42,42.0,-,159,0,0,177,0,150,150,0.26,0.16,0
97,2020-08-01,279,147.15,14.38,-,273,20,0,293,0,295,123,1.04,0.02,0
284,2020-08-01,301,103.35,35.0,-,285,0,0,313,0,303,16,1.47,0.07,0
115,2020-08-01,8,834.69,36.6,-,6,0,0,6,0,8,8,0.07,0.13,0
101,2020-08-01,27,318.81,81.0,-,19,0,0,27,0,27,27,0.22,0.0,0
278,2020-08-01,36,283.12,53.09,-,122,0,0,122,0,19,36,0.29,11.56,0
259,2020-08-01,43,411.83,74.24,-,41,0,0,42,0,42,43,0.56,0.04,0
281,2020-08-01,62,395.24,70.37,-,53,11,0,64,0,61,62,1.06,0.34,0
295,2020-08-01,54,354.96,91.11,-,57,0,0,58,0,58,54,0.09,0.04,0
121,2020-08-01,53,703.97,41.14,-,96,0,0,96,0,50,53,0.19,3.32,0
122,2020-08-01,55,613.97,41.42,100,116,0,0,116,0,103,4,0.23,0.4,0
120,2020-08-01,9,616.07,56.67,-,44,0,0,44,8,7,9,0.13,1.17,0
123,2020-08-01,86,455.13,38.69,100,175,0,0,175,0,188,39,9.93,0.71,0
125,2020-08-01,101,352.19,56.55,-,0,72,0,72,130,198,20,10.77,0.02,0
197,2020-08-01,16,659.0,58.18,-,15,0,0,16,0,16,16,0.1,0.02,0
198,2020-08-01,38,436.98,66.67,-,35,0,0,37,0,37,22,0.87,0.0,0
129,2020-08-01,210,251.38,88.0,-,93,0,0,93,72,174,64,13.75,0.0,134
126,2020-08-01,72,251.1,92.29,-,71,0,0,71,0,72,0,0.0,0.0,72
130,2020-08-01,240,139.99,99.56,-,132,0,0,132,0,192,34,14.91,0.04,164
201,2020-08-01,9,442.52,15.05,-,0,0,0,0,0,0,9,0.04,0.0,0
202,2020-08-01,4,413.93,92.78,-,0,0,0,10,0,13,4,0.03,0.51,12
203,2020-08-01,13,362.76,55.58,-,0,0,0,0,146,0,4,0.0,0.0,67
315,2020-08-01,67,362.76,55.58,-,0,0,0,0,146,0,4,0.0,0.0,67
316,2020-08-01,67,398.53,83.24,-,0,0,0,154,0,0,0,0.0,0.0,67
303,2020-08-01,12,398.54,0.0,-,35,0,0,35,0,0,0,0.03,0.0,12
131,2020-08-01,67,398.54,0.0,-,128,0,0,128,0,0,0,0.03,0.0,67
306,2020-08-01,79,86.28,94.09,-,127,0,0,127,0,0,0,0.03,0.04,79
262,2020-08-01,29,494.59,85.35,-,25,0,0,25,0,28,29,0.67,0.03,0
183,2020-08-01,31,372.07,74.24,-,33,0,0,33,0,31,3,0.68,0.01,0
134,2020-08-01,58,352.93,64.21,-,23,0,0,23,0,58,58,0.35,0.21,0
263,2020-08-01,61,254.69,66.55,-,45,0,0,45,0,62,2,0.38,0.15,0
149,2020-08-01,76,312.43,0.0,-,0,73,0,73,0,73,76,1.42,0.05,0
141,2020-08-01,220,184.67,32.34,-,228,0,0,228,0,221,54,6.53,0.28,0
148,2020-08-01,306,89.9,75.37,-,266,16,0,282,0,268,85,9.65,0.63,0
144,2020-08-01,349,59.8,23.27,-,344,0,0,344,0,340,43,12.4,0.13,0
196,2020-08-01,23,554.97,99.43,-,21,0,0,23,0,23,23,0.2,0.02,0
283,2020-08-01,42,85.87,97.13,-,32,0,0,32,6,41,42,1.18,0.06,0
255,2020-08-01,18,501.47,71.08,100,48,0,0,48,0,11,18,0.47,5.09,0
188,2020-08-01,32,109.88,95.65,-,111,18,0,129,0,161,12,4.19,1.62,0
254,2020-08-01,52,117.45,141.69,-,50,0,0,50,0,54,52,0.0,0.0,0
155,2020-08-01,38,614.29,13.71,-,41,0,0,41,0,33,38,2.38,0.52,0
156,2020-08-01,187,570.08,84.48,100,599,0,0,599,0,161,149,8.44,18.55,0
158,2020-08-01,30,826.1,75.22,100,47,0,0,47,0,26,30,2.13,1.33,0
168,2020-08-01,595,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-08-01,839,390.97,79.42,100,1662,0,0,1662,0,750,595,0.0,0.0,0
172,2020-08-01,845,303.68,92.7,100,979,0,0,979,0,1540,0,0.0,0.0,0
173,2020-08-01,845,251.43,70.81,-,0,0,0,0,1010,942,0,0.0,0.0,0
174,2020-08-01,845,229.62,73.47,-,0,0,0,0,0,0,0,0.0,0.0,0
175,2020-08-01,845,251.25,61.72,-,1092,0,0,1092,0,930,0,0.0,0.0,0
178,2020-08-01,849,137.54,46.34,-,1140,0,0,1140,0,1092,0,0.0,0.0,0
190,2020-08-01,195,302.98,79.71,100,257,0,0,257,0,176,195,5.47,12.16,0
270,2020-08-01,220,440.08,37.08,-,300,0,0,300,0,150,220,24.89,30.97,0
191,2020-08-01,235,332.92,97.17,-,313,0,0,313,0,297,14,25.04,3.56,0
