POSTO,Data,Dia m3/s,NÍVEL RES. (m),VOLUME (%VU) ARM. nan,nan ESP. nan,VAZÃO (m3/s) TUR. nan,nan VER. nan,nan OTR. nan,nan DFL. nan,nan TRA. nan,nan AFL. nan,nan INC. nan,nan Usos Con.,nan EVP. nan,nan ART. nan
271,2020-07-17,1300,155.62,91.42,-,1340,0,0,1340,0,1218,633,35.54,11.52,0
275,2020-07-17,3148,73.83,98.69,-,3631,0,0,3631,0,2941,1780,96.82,-7.44,0
204,2020-07-17,1000,57.42,10.91,-,547,490,0,1037,0,1065,1000,0.0,-0.29,0
280,2020-07-17,1007,42.02,97.25,-,375,586,0,961,0,982,3,0.01,0.0,0
297,2020-07-17,1019,20.03,0.0,-,889,66,0,955,0,920,8,0.0,-0.15,0
296,2020-07-17,29,479.13,85.85,-,27,0,0,30,0,30,29,0.04,0.06,0
285,2020-07-17,10133,84.4,18.64,-,10171,0,0,10171,0,10153,10133,58.58,0.66,0
287,2020-07-17,10782,71.28,98.4,-,10217,0,0,10308,0,10308,154,58.58,1.24,0
269,2020-07-17,635,49.19,58.56,-,1300,0,0,1300,0,569,635,0.03,-5.73,0
279,2020-07-17,112,86.09,71.64,-,222,0,0,222,0,165,112,0.36,0.17,0
291,2020-07-17,141,213.52,4.35,-,110,31,0,141,0,141,141,0.18,0.0,0
145,2020-07-17,66,266.77,70.15,-,76,0,0,80,0,65,66,0.26,0.6,0
227,2020-07-17,373,296.62,37.02,-,648,0,0,648,0,383,373,0.0,0.0,0
228,2020-07-17,408,271.84,73.33,-,600,0,0,600,0,675,32,0.0,0.0,0
229,2020-07-17,824,220.46,104.18,-,911,0,0,911,0,962,383,21.8,0.82,0
230,2020-07-17,812,161.27,87.94,-,1020,0,0,1020,0,949,3,0.0,0.0,0
277,2020-07-17,243,32.27,101.05,-,162,56,0,218,0,241,243,0.06,-0.45,0
288,2020-07-17,2906,96.87,0.0,-,1008,0,0,1020,1768,2746,2906,7.8,0.0,981
292,2020-07-17,1925,96.83,78.41,-,1881,0,0,1881,0,0,0,0.0,0.0,1925
290,2020-07-17,1360,30.46,159.78,-,473,860,0,1333,0,1329,1360,0.82,-0.33,0
1,2020-07-16,51,912.72,97.38,100,150,0,0,150,0,53,51,0.49,0.86,0
2,2020-07-16,51,885.67,92.16,-,129,0,0,129,0,130,0,0.0,0.0,0
211,2020-07-16,126,807.88,39.94,-,218,0,0,218,0,179,75,3.41,0.45,0
6,2020-07-16,328,762.58,59.62,100,411,0,0,411,0,280,205,15.31,17.92,0
7,2020-07-16,382,662.9,69.79,100,1043,0,0,1043,0,488,56,16.65,3.57,0
8,2020-07-16,395,621.14,65.66,-,1114,0,0,1114,0,1088,13,17.05,0.83,0
9,2020-07-16,400,557.97,82.33,-,777,424,0,1201,0,1166,5,17.45,0.57,0
10,2020-07-16,415,511.96,39.49,-,1145,0,0,1145,0,1199,15,17.95,0.98,0
11,2020-07-16,450,494.5,72.76,-,1363,0,0,1363,0,1317,34,21.44,3.99,0
12,2020-07-16,517,466.19,39.58,-,1337,0,0,1337,0,1273,66,35.79,3.0,0
14,2020-07-16,21,850.93,76.73,100,35,0,0,35,0,20,21,1.97,0.53,0
15,2020-07-16,35,664.24,82.94,-,48,0,0,48,0,48,13,4.96,0.02,0
16,2020-07-16,35,572.51,91.01,-,49,0,0,49,0,45,1,0.0,0.0,0
17,2020-07-16,757,437.3,39.37,95,903,0,0,903,0,1528,202,116.96,5.84,0
18,2020-07-16,888,377.6,36.63,100,986,0,0,986,0,1101,122,131.51,11.87,0
22,2020-07-16,48,797.47,77.38,-,140,0,0,140,0,48,48,5.6,4.28,0
251,2020-07-16,79,747.45,54.06,-,100,0,0,100,0,156,30,7.66,3.42,0
24,2020-07-16,209,640.07,41.15,100,226,0,0,226,0,192,129,24.58,5.88,0
25,2020-07-16,135,800.4,49.09,100,245,0,0,245,0,122,135,4.87,7.34,0
206,2020-07-16,140,695.11,69.44,-,319,0,0,319,0,285,5,8.31,0.96,0
207,2020-07-16,141,623.56,36.7,-,280,0,0,287,0,298,1,9.13,0.55,0
28,2020-07-16,143,564.92,73.33,-,329,0,0,329,0,304,1,11.04,1.08,0
205,2020-07-16,55,840.89,67.44,-,0,13,0,13,0,48,55,3.89,4.31,0
23,2020-07-16,68,768.98,22.31,-,59,10,0,69,0,76,13,4.46,1.56,0
209,2020-07-16,182,591.18,78.51,-,125,0,0,125,0,125,114,12.02,1.22,0
31,2020-07-16,654,512.72,60.24,100,1094,0,0,1094,0,804,116,64.73,13.25,0
32,2020-07-16,693,430.27,59.83,-,1184,0,0,1184,0,1169,37,69.19,1.57,0
33,2020-07-16,1211,397.66,65.1,100,2030,0,0,2030,0,1771,514,116.37,14.48,0
247,2020-07-16,80,475.1,4.77,-,77,0,0,77,0,79,80,0.85,0.39,0
248,2020-07-16,83,446.89,43.15,-,0,57,0,57,0,101,3,0.88,0.6,0
261,2020-07-16,90,353.74,86.36,-,43,0,0,43,0,43,6,0.94,0.28,0
294,2020-07-16,99,446.42,91.36,-,99,0,0,99,0,92,99,0.62,2.01,0
241,2020-07-16,107,370.46,95.8,-,100,0,0,100,0,110,8,0.67,0.86,0
99,2020-07-16,52,582.53,81.29,-,64,0,0,64,0,52,52,0.14,0.66,0
34,2020-07-16,2576,326.64,71.12,100,3618,0,0,3618,-267,3218,206,255.29,27.58,0
318,2020-07-16,29,727.17,73.53,-,6,0,0,6,0,6,0,0.0,0.0,29
118,2020-07-16,10,743.79,73.01,-,0,0,0,11,0,43,10,7.87,0.87,27
119,2020-07-16,12,0.0,0.0,-,0,0,0,0,0,3,12,0.0,0.0,0
117,2020-07-16,16,733.77,61.39,-,0,0,0,15,0,6,16,10.3,0.19,0
160,2020-07-16,4,769.0,91.01,-,0,0,0,10,0,4,4,3.85,0.01,0
161,2020-07-16,36,711.32,40.03,-,0,71,0,71,0,39,36,0.0,0.0,0
164,2020-07-16,30,711.32,40.04,-,0,71,0,71,0,71,71,0.0,0.01,0
237,2020-07-16,197,450.58,89.17,100,247,0,0,247,0,179,159,53.9,5.42,170
238,2020-07-16,229,427.02,50.95,-,262,0,0,262,0,269,30,64.15,1.22,202
239,2020-07-16,288,403.81,61.52,-,309,0,0,309,0,309,58,72.27,2.32,261
240,2020-07-16,345,382.2,56.4,100,426,0,0,426,0,333,57,77.56,10.88,318
242,2020-07-16,368,357.68,83.16,-,428,0,0,428,0,451,23,83.83,4.68,342
243,2020-07-16,391,326.72,72.54,100,261,0,0,261,267,528,13,91.06,17.09,364
245,2020-07-16,3266,279.74,90.58,-,4131,0,0,4139,0,4177,292,348.11,7.26,3239
154,2020-07-16,94,344.05,4.91,-,72,22,0,94,0,94,94,0.0,0.36,0
246,2020-07-16,3928,257.22,87.93,-,4896,0,0,4900,0,4661,520,367.96,30.81,3902
47,2020-07-16,80,563.33,39.73,91.6,121,0,0,121,0,52,80,10.07,7.02,0
48,2020-07-16,83,531.47,84.86,-,126,0,0,127,0,129,2,10.29,0.22,0
49,2020-07-16,131,468.74,36.4,91.41,154,0,0,154,0,154,46,13.05,7.02,0
249,2020-07-16,133,398.09,118.58,-,136,0,0,138,0,142,2,13.09,0.06,0
50,2020-07-16,190,384.4,89.7,-,195,0,0,195,0,196,56,17.0,0.17,0
51,2020-07-16,194,365.99,98.99,-,208,0,0,208,0,208,4,17.31,0.38,0
52,2020-07-16,204,350.98,97.91,-,218,0,0,218,0,215,9,17.7,0.48,0
57,2020-07-16,101,630.86,50.77,-,138,0,0,157,0,88,101,1.89,2.43,0
61,2020-07-16,392,326.59,36.12,100,347,0,0,347,0,444,78,28.32,8.06,0
62,2020-07-16,439,283.83,90.89,-,356,0,0,356,0,382,40,29.45,1.3,0
63,2020-07-16,542,257.71,84.66,-,442,0,0,442,0,442,94,32.75,3.44,0
266,2020-07-16,6094,218.11,84.12,-,7137,0,0,7137,0,6708,1405,416.61,13.3,6068
74,2020-07-16,319,726.06,52.01,-,586,0,0,586,0,305,319,6.3,1.39,0
76,2020-07-16,428,604.34,45.87,-,696,0,0,696,-77,767,103,6.38,1.32,503
71,2020-07-16,60,804.22,94.16,-,69,0,0,76,0,58,60,0.4,0.19,0
72,2020-07-16,65,705.35,70.18,-,67,0,0,74,0,77,5,0.4,0.03,0
73,2020-07-16,85,605.48,42.12,-,0,0,0,10,77,88,20,0.41,0.02,10
77,2020-07-16,587,492.49,39.52,90.04,748,0,0,748,0,711,71,7.05,2.77,0
78,2020-07-16,623,396.3,90.36,-,773,0,0,773,0,760,28,7.18,0.89,0
222,2020-07-16,808,324.03,51.18,-,1291,0,0,1291,0,1021,176,8.2,2.13,0
81,2020-07-16,880,258.58,56.96,-,1160,0,0,1160,0,1146,64,0.0,0.0,0
215,2020-07-16,519,641.71,79.13,-,448,0,0,448,0,516,519,0.33,3.05,0
89,2020-07-16,216,703.65,44.24,-,327,0,0,340,0,214,216,0.78,0.84,0
216,2020-07-16,280,657.27,45.39,-,371,0,0,371,0,392,55,0.85,1.12,0
217,2020-07-16,1161,478.0,85.27,-,1241,0,0,1241,0,1097,279,1.41,1.48,0
92,2020-07-16,1666,368.72,77.48,-,1416,0,0,1416,0,1544,312,2.88,5.81,0
93,2020-07-16,119,594.56,66.47,-,50,0,0,50,0,136,119,0.33,3.94,0
220,2020-07-16,211,326.66,7.31,-,148,0,0,148,0,113,85,0.4,0.22,0
94,2020-07-16,2552,264.13,12.84,-,1678,75,0,1753,0,1708,166,4.08,3.12,0
286,2020-07-16,91,547.93,77.38,-,88,0,0,89,0,91,91,0.08,0.09,0
102,2020-07-16,798,154.1,43.0,-,262,373,0,635,0,742,798,0.56,0.58,0
103,2020-07-16,896,128.3,96.21,-,275,462,0,737,0,733,30,0.58,0.66,0
110,2020-07-16,70,490.08,118.4,-,0,107,0,107,0,69,70,0.02,1.14,0
111,2020-07-16,836,323.19,76.27,88.95,224,0,0,224,0,890,791,0.34,8.25,0
112,2020-07-16,836,279.37,89.79,-,219,0,0,219,0,222,5,0.35,0.11,0
113,2020-07-16,925,182.31,85.64,-,376,0,0,376,0,382,108,0.42,0.72,0
114,2020-07-16,1044,95.02,115.84,-,341,70,0,411,0,444,120,0.47,0.79,0
98,2020-07-16,499,241.04,220.75,-,145,326,0,491,0,498,499,0.26,0.17,0
97,2020-07-16,718,147.56,54.79,-,355,428,0,783,0,783,188,1.04,0.02,0
284,2020-07-16,783,105.07,209.08,-,336,351,0,718,0,718,24,1.47,0.1,0
115,2020-07-16,7,834.73,36.77,-,6,0,0,6,0,6,7,0.05,0.15,0
101,2020-07-16,47,318.86,86.0,-,40,0,0,47,0,47,47,0.22,0.0,0
278,2020-07-16,37,283.49,57.37,-,123,0,0,123,0,20,37,0.28,8.25,0
259,2020-07-16,43,411.91,86.36,-,41,0,0,42,0,42,43,0.54,0.04,0
281,2020-07-16,63,395.52,80.9,-,52,11,0,63,0,63,63,0.94,0.34,0
295,2020-07-16,60,354.94,86.67,-,61,0,0,62,0,61,60,0.09,0.03,0
121,2020-07-16,34,704.64,44.57,-,94,0,0,94,0,31,34,0.18,3.48,0
122,2020-07-16,38,614.91,46.42,100,111,0,0,111,0,103,4,0.22,0.47,0
120,2020-07-16,8,617.49,64.7,-,41,0,0,41,8,6,8,0.12,1.19,0
123,2020-07-16,87,454.92,37.76,100,177,0,0,177,0,180,41,9.36,0.65,0
125,2020-07-16,104,352.55,74.25,-,0,72,0,72,119,191,18,10.17,0.03,0
197,2020-07-16,19,659.0,58.18,-,18,0,0,19,0,19,19,0.09,0.02,0
198,2020-07-16,38,436.98,66.67,-,31,3,0,36,0,36,19,0.85,0.0,0
129,2020-07-16,202,251.35,85.0,-,93,0,0,93,64,166,58,12.91,0.0,132
126,2020-07-16,64,251.12,92.68,-,63,0,0,63,0,64,0,0.0,0.0,64
130,2020-07-16,248,138.44,32.0,-,199,0,0,199,0,198,43,13.88,0.04,179
201,2020-07-16,3,442.53,15.05,-,0,0,0,0,6,0,3,0.04,0.0,0
202,2020-07-16,1,414.02,93.37,-,0,0,0,7,-6,7,1,0.03,0.61,4
203,2020-07-16,4,362.76,55.58,-,0,0,0,0,118,0,1,0.0,0.0,66
315,2020-07-16,66,362.76,55.58,-,0,0,0,0,118,0,1,0.0,0.0,66
316,2020-07-16,66,398.51,82.53,-,0,0,0,134,0,0,0,0.0,0.0,66
303,2020-07-16,4,398.49,0.0,-,18,0,0,18,0,0,0,0.03,0.0,4
131,2020-07-16,66,398.49,0.0,-,116,0,0,116,0,0,0,0.03,0.0,66
306,2020-07-16,70,86.17,91.13,-,119,0,0,119,0,0,0,0.03,0.04,70
262,2020-07-16,30,494.85,94.51,-,29,0,0,29,0,30,30,0.65,0.03,0
183,2020-07-16,33,372.22,81.82,-,29,0,0,29,0,30,3,0.66,0.01,0
134,2020-07-16,60,349.98,33.87,-,45,0,0,45,0,59,60,0.32,0.22,0
263,2020-07-16,62,257.86,101.75,-,55,0,0,55,0,52,2,0.35,0.18,0
149,2020-07-16,80,312.45,0.0,-,0,78,0,78,0,72,80,1.32,0.05,0
141,2020-07-16,233,184.69,36.26,-,237,0,0,237,0,234,57,6.07,0.36,0
148,2020-07-16,325,89.92,80.23,-,282,16,0,298,0,298,90,8.83,0.78,0
144,2020-07-16,370,59.98,37.38,-,350,0,0,350,0,353,45,11.23,0.14,0
196,2020-07-16,21,554.96,99.14,-,19,0,0,21,0,21,21,0.18,0.02,0
283,2020-07-16,24,85.7,93.41,-,26,0,0,26,0,23,24,1.03,0.11,0
255,2020-07-16,32,502.81,75.52,100,160,0,0,160,0,29,32,0.41,4.96,0
188,2020-07-16,49,109.86,94.92,-,94,26,0,120,0,65,26,3.64,1.72,0
254,2020-07-16,30,117.93,148.85,-,153,0,0,153,0,32,30,0.0,0.0,0
155,2020-07-16,45,614.58,27.69,-,49,0,0,49,0,42,45,2.53,0.49,0
156,2020-07-16,219,570.73,88.42,100,581,0,0,581,0,189,175,8.97,21.47,0
158,2020-07-16,35,827.02,82.65,100,54,0,0,54,0,32,35,1.97,1.45,0
168,2020-07-16,588,0.0,0.0,-,0,0,0,0,0,0,0,0.0,0.0,0
169,2020-07-16,874,391.3,83.55,100,1643,0,0,1643,0,780,588,0.0,0.0,0
172,2020-07-16,944,303.3,84.22,100,1356,0,0,1356,0,1540,28,0.0,0.0,0
173,2020-07-16,944,251.54,76.56,-,0,0,0,0,1207,1276,0,0.0,0.0,0
174,2020-07-16,944,229.79,81.63,-,0,0,0,0,0,1,0,0.0,0.0,0
175,2020-07-16,944,251.38,68.42,-,1207,0,0,1207,0,1381,0,0.0,0.0,0
178,2020-07-16,930,137.53,43.9,-,1361,0,0,1361,0,1207,0,0.0,0.0,0
190,2020-07-16,254,303.3,86.19,100,292,0,0,292,0,257,254,5.18,11.09,0
270,2020-07-16,287,440.26,37.53,-,304,0,0,304,0,229,287,24.74,32.22,0
191,2020-07-16,308,332.91,96.82,-,313,0,0,313,0,313,20,24.89,3.72,0
253,2020-07-16,329,286.9,79.5,-,337,0,0,337,0,323,20,25.09,2.34,0
257,2020-07-16,486,262.26,61.12,-,564,0,0,564,0,564,155,30.32,5.98,0
273,2020-07-16,661,211.86,44.24,-,638,0,0,638,0,638,163,32.96,15.57,0
271,2020-07-16,1331,155.64,91.86,-,1336,0,0,1336,0,1275,652,35.5,11.37,0
275,2020-07-16,3140,73.85,98.85,-,2991,0,0,2991,0,3336,1753,96.63,-7.42,0
204,2020-07-16,1087,57.36,5.42,-,719,293,0,1012,0,1077,1087,0.0,-0.28,0
280,2020-07-16,1095,41.95,95.65,-,397,570,0,967,0,979,3,0.01,0.0,0
297,2020-07-16,1108,20.22,0.0,-,1021,0,0,1021,0,1023,9,0.0,-0.16,0
296,2020-07-16,29,479.14,87.8,-,26,0,0,29,0,29,29,0.04,0.06,0
285,2020-07-16,11137,84.41,18.74,-,10957,0,0,10957,0,10975,11137,58.58,0.57,0
287,2020-07-16,11652,71.28,98.4,-,10942,0,0,11019,0,11019,170,58.58,1.08,0
269,2020-07-16,683,49.22,59.18,-,1300,0,0,1300,0,616,683,0.03,-5.04,0
279,2020-07-16,91,86.1,71.83,-,222,0,0,222,0,74,91,0.36,-0.13,0
291,2020-07-16,113,213.52,4.35,-,82,31,0,113,0,113,113,0.18,0.0,0
145,2020-07-16,66,266.79,70.6,-,76,0,0,80,0,65,66,0.26,0.56,0
227,2020-07-16,373,296.73,38.15,-,652,0,0,652,0,363,373,0.0,0.0,0
228,2020-07-16,421,271.8,66.67,-,645,0,0,645,0,690,39,0.0,0.0,0
229,2020-07-16,719,220.43,97.91,-,950,0,0,950,0,899,269,21.85,0.81,0
230,2020-07-16,718,161.37,95.03,-,902,0,0,902,0,952,2,0.0,0.0,0
277,2020-07-16,242,32.25,100.63,-,164,82,0,246,0,246,242,0.06,-0.44,0
288,2020-07-16,3076,96.88,0.0,-,1008,0,0,1020,2071,3050,3076,7.8,0.0,984
292,2020-07-16,2093,96.9,80.64,-,1974,0,0,1974,0,0,0,0.0,0.0,2093
290,2020-07-16,1423,30.47,161.08,-,473,924,0,1397,0,1389,1423,0.82,-0.33,0
1,2020-07-15,49,912.8,98.21,100,55,0,0,55,0,39,49,0.49,0.87,0
2,2020-07-15,49,885.61,90.78,-,63,0,0,63,0,61,0,0.0,0.0,0
211,2020-07-15,121,807.96,80.03,-,120,0,0,120,0,120,71,3.45,0.46,0
6,2020-07-15,324,762.59,59.69,100,702,0,0,702,0,283,204,15.41,18.04,0
7,2020-07-15,378,663.09,71.52,100,1096,0,0,1096,0,723,56,16.75,3.62,0
8,2020-07-15,391,621.19,66.92,-,1249,0,0,1249,0,1150,13,17.16,0.84,0
9,2020-07-15,397,558.07,85.67,-,778,405,0,1183,0,1287,5,17.56,0.58,0
10,2020-07-15,413,511.83,7.39,-,1200,0,0,1200,0,1162,15,18.07,0.99,0
11,2020-07-15,448,494.52,74.25,-,1405,0,0,1405,0,1359,34,21.58,4.02,0
12,2020-07-15,516,466.23,41.95,-,1405,0,0,1405,0,1325,66,36.0,3.02,0
14,2020-07-15,22,851.0,77.11,100,35,0,0,35,0,16,22,1.98,0.54,0
15,2020-07-15,36,664.26,83.37,-,48,0,0,48,0,48,14,4.99,0.02,0
16,2020-07-15,36,572.62,92.97,-,49,0,0,49,0,46,1,0.0,0.0,0
17,2020-07-15,763,437.11,38.4,95,1272,0,0,1272,0,1584,207,117.48,5.82,0
18,2020-07-15,899,377.58,36.44,100,1224,0,0,1224,0,1408,123,132.14,11.94,0
22,2020-07-15,48,797.52,77.83,-,139,0,0,139,0,27,48,5.6,4.22,0
251,2020-07-15,79,747.42,53.92,-,95,0,0,95,0,177,30,7.66,3.41,0
24,2020-07-15,211,640.08,41.17,100,361,0,0,361,0,192,132,24.71,5.91,0
25,2020-07-15,133,800.42,49.15,100,315,0,0,315,0,120,133,4.92,7.34,0
206,2020-07-15,139,695.17,71.48,-,379,0,0,379,0,368,5,8.39,0.96,0
207,2020-07-15,140,623.51,29.55,-,394,0,0,401,0,384,1,9.22,0.55,0
28,2020-07-15,142,564.97,90.0,-,402,0,0,402,0,412,2,11.15,1.09,0
205,2020-07-15,56,840.88,67.26,-,46,5,0,51,0,47,56,3.88,4.29,0
23,2020-07-15,68,768.87,19.73,-,64,10,0,74,0,60,13,4.44,1.55,0
209,2020-07-15,182,591.18,78.51,-,125,0,0,125,0,169,113,11.99,1.22,0
31,2020-07-15,658,512.77,60.47,100,1321,0,0,1321,0,952,119,65.04,13.37,0
32,2020-07-15,698,430.29,60.41,-,1750,0,0,1750,0,1504,38,69.55,1.58,0
33,2020-07-15,1224,397.72,65.71,100,2066,0,0,2066,0,2131,523,116.64,14.61,0
247,2020-07-15,82,475.09,4.29,-,77,0,0,77,0,88,82,0.85,0.39,0
248,2020-07-15,85,446.75,36.22,-,0,57,0,57,0,93,3,0.88,0.6,0
261,2020-07-15,92,353.74,86.36,-,42,0,0,42,0,41,6,0.94,0.28,0
294,2020-07-15,100,446.44,93.39,-,99,0,0,99,0,99,100,0.62,2.02,0
241,2020-07-15,109,370.45,94.75,-,101,0,0,101,0,96,8,0.67,0.86,0
99,2020-07-15,52,582.57,82.04,-,62,0,0,62,0,50,52,0.14,0.66,0
34,2020-07-15,2609,326.65,71.33,100,3858,0,0,3858,-224,3501,215,256.21,27.78,0
318,2020-07-15,28,727.17,73.18,-,6,0,0,6,0,1,0,0.0,0.0,28
118,2020-07-15,9,743.76,72.73,-,0,0,0,11,0,11,9,7.87,0.88,26
119,2020-07-15,11,743.76,73.61,-,0,11,0,11,0,2,11,0.0,0.0,0
117,2020-07-15,16,733.79,61.64,-,0,0,0,15,0,3,16,10.3,0.2,0
160,2020-07-15,3,769.02,91.19,-,0,0,0,10,0,4,3,3.85,0.01,0
161,2020-07-15,38,711.34,40.28,-,0,68,0,68,0,31,38,0.0,0.0,0
164,2020-07-15,26,711.34,40.24,-,0,68,0,68,0,71,74,0.0,0.01,0
237,2020-07-15,199,450.58,89.17,100,245,0,0,245,0,211,160,53.9,5.48,172
238,2020-07-15,228,427.0,48.95,-,262,0,0,262,0,262,30,64.16,1.23,201
239,2020-07-15,284,403.8,59.51,-,302,0,0,302,0,302,57,72.29,2.34,258
240,2020-07-15,345,382.22,56.87,100,428,0,0,428,0,393,58,77.6,10.99,318
242,2020-07-15,371,357.67,82.63,-,424,0,0,424,0,401,23,83.9,4.72,345
243,2020-07-15,400,326.72,72.54,100,281,0,0,281,224,589,14,91.17,17.22,373
245,2020-07-15,3294,279.75,90.94,-,4167,0,0,4173,0,4436,279,349.14,7.32,3268
154,2020-07-15,93,344.04,3.93,-,72,22,0,94,0,94,93,0.0,0.36,0
246,2020-07-15,3979,257.23,91.95,-,5045,0,0,5049,0,5288,518,368.93,31.44,3953
47,2020-07-15,85,563.35,39.96,91.6,121,0,0,121,0,61,85,10.07,7.1,0
48,2020-07-15,88,531.46,79.83,-,133,0,0,134,0,132,2,10.29,0.22,0
49,2020-07-15,136,468.74,36.4,91.41,154,0,0,154,0,162,47,13.02,7.12,0
249,2020-07-15,138,398.02,104.11,-,138,0,0,140,0,142,2,13.06,0.07,0
50,2020-07-15,194,384.39,89.33,-,195,0,0,195,0,198,55,16.98,0.17,0
51,2020-07-15,199,365.99,98.99,-,194,0,0,194,0,202,4,17.29,0.39,0
52,2020-07-15,208,350.99,98.95,-,217,0,0,217,0,207,9,17.68,0.49,0
57,2020-07-15,107,630.94,51.66,-,145,0,0,164,0,104,107,1.9,2.43,0
61,2020-07-15,410,326.57,35.97,100,346,0,0,346,0,433,88,28.37,8.17,0
62,2020-07-15,456,283.8,89.29,-,356,0,0,356,0,330,41,29.51,1.32,0
63,2020-07-15,560,257.71,84.66,-,442,0,0,442,0,496,95,32.83,3.51,0
266,2020-07-15,6186,218.15,84.38,-,7372,0,0,7372,0,6798,1388,417.63,13.56,6160
74,2020-07-15,330,726.32,52.7,-,431,0,0,431,0,302,330,6.3,1.42,0
76,2020-07-15,439,604.28,44.68,-,636,0,0,636,-77,618,106,6.38,1.34,518
71,2020-07-15,62,804.3,94.76,-,67,0,0,74,0,60,62,0.4,0.19,0
72,2020-07-15,67,705.24,48.25,-,67,0,0,74,0,75,5,0.4,0.03,0
73,2020-07-15,88,605.44,41.6,-,0,0,0,10,77,89,21,0.41,0.02,10
77,2020-07-15,612,492.51,39.6,90.04,761,0,0,761,0,668,74,7.05,2.82,0
78,2020-07-15,652,396.32,90.63,-,826,0,0,826,0,717,29,7.18,0.91,0
222,2020-07-15,850,324.18,58.72,-,1171,0,0,1171,0,1108,184,8.2,2.17,0
81,2020-07-15,926,258.62,61.0,-,1160,0,0,1160,0,1143,67,0.0,0.0,0
215,2020-07-15,626,641.64,78.86,-,458,0,0,458,0,622,626,0.33,3.06,0
89,2020-07-15,250,704.07,61.15,-,238,0,0,251,0,248,250,0.78,0.86,0
216,2020-07-15,295,657.2,44.0,-,367,0,0,367,0,307,37,0.84,1.13,0
217,2020-07-15,1461,478.16,86.45,-,1198,0,0,1198,0,1153,334,1.4,1.5,0
92,2020-07-15,2218,368.64,76.1,-,1494,0,0,1494,0,1542,357,2.87,5.85,0
93,2020-07-15,141,594.46,65.59,-,44,0,0,44,0,173,141,0.33,3.95,0
220,2020-07-15,252,327.23,35.1,-,146,0,0,146,0,109,101,0.4,0.23,0
94,2020-07-15,3049,264.18,17.79,-,1870,75,0,1945,0,1864,174,4.07,3.16,0
286,2020-07-15,95,547.9,76.75,-,102,0,0,103,0,95,95,0.08,0.09,0
102,2020-07-15,992,153.69,2.0,-,231,740,0,971,0,971,992,0.56,0.58,0
103,2020-07-15,1134,128.32,97.73,-,312,720,0,1032,0,1041,37,0.58,0.67,0
110,2020-07-15,30,490.07,118.06,-,0,113,0,113,0,29,30,0.02,1.15,0
111,2020-07-15,717,322.89,74.55,88.95,275,0,0,275,0,801,696,0.34,8.19,0
112,2020-07-15,737,279.31,88.6,-,218,0,0,218,0,266,3,0.35,0.11,0
113,2020-07-15,896,182.27,85.31,-,305,0,0,305,0,297,74,0.42,0.72,0
114,2020-07-15,993,94.87,111.24,-,341,42,0,383,0,385,82,0.47,0.79,0
98,2020-07-15,623,240.92,206.82,-,157,468,0,645,0,622,623,0.26,0.17,0
97,2020-07-15,938,147.58,56.85,-,363,643,0,1006,0,1006,220,1.04,0.02,0
284,2020-07-15,1113,105.07,209.08,-,339,598,0,969,0,934,28,1.47,0.1,0
115,2020-07-15,7,834.73,36.77,-,8,0,0,8,0,7,7,0.05,0.15,0
101,2020-07-15,61,318.73,73.0,-,53,0,0,61,0,61,61,0.22,0.0,0
278,2020-07-15,42,283.52,57.72,-,123,0,0,123,0,28,42,0.28,8.11,0
259,2020-07-15,44,411.9,84.85,-,42,0,0,43,0,44,44,0.54,0.04,0
281,2020-07-15,63,395.52,80.9,-,52,11,0,63,0,61,63,0.93,0.34,0
295,2020-07-15,58,354.98,95.56,-,58,0,0,59,0,59,58,0.09,0.03,0
121,2020-07-15,29,704.68,44.78,-,94,0,0,94,0,15,29,0.18,3.5,0
122,2020-07-15,33,614.95,46.63,100,105,0,0,105,0,101,4,0.22,0.47,0
120,2020-07-15,9,617.57,65.17,-,48,0,0,48,8,8,9,0.12,1.19,0
123,2020-07-15,88,454.92,37.76,100,173,0,0,173,0,188,43,9.32,0.65,0
125,2020-07-15,101,352.55,74.25,-,0,72,0,72,118,192,15,10.13,0.03,0
197,2020-07-15,19,659.02,63.64,-,18,0,0,19,0,19,19,0.09,0.02,0
198,2020-07-15,39,436.98,66.67,-,36,0,0,38,0,38,20,0.85,0.0,0
129,2020-07-15,211,251.28,78.0,-,91,0,0,91,81,165,61,12.86,0.0,140
126,2020-07-15,81,250.98,89.99,-,80,0,0,80,0,81,0,0.0,0.0,81
130,2020-07-15,265,138.46,32.74,-,229,0,0,229,0,222,53,13.82,0.04,194
201,2020-07-15,5,442.55,15.59,-,0,0,0,5,6,5,5,0.04,0.0,0
202,2020-07-15,2,414.02,93.37,-,0,0,0,7,-6,7,2,0.03,0.61,7
203,2020-07-15,8,362.81,57.92,-,0,0,0,0,114,0,2,0.0,0.0,66
315,2020-07-15,66,362.81,57.92,-,0,0,0,0,114,0,2,0.0,0.0,66
316,2020-07-15,66,398.47,81.1,-,0,0,0,136,0,0,0,0.0,0.0,66
303,2020-07-15,7,398.47,0.0,-,25,0,0,25,0,0,0,0.03,0.0,7
131,2020-07-15,66,398.52,0.0,-,104,0,0,104,0,0,0,0.03,0.0,66
306,2020-07-15,73,86.25,93.28,-,112,0,0,112,0,0,0,0.03,0.04,73
262,2020-07-15,29,494.72,90.11,-,27,0,0,27,0,28,29,0.65,0.03,0
183,2020-07-15,32,372.02,71.21,-,31,0,0,31,0,31,3,0.66,0.01,0
